Gene	Gene
FOXQ1	CNM
MMP9	CNM
SLC14A1	CNM
SSBP1	CNM
MYOM2	CNM
IL27	CNM
MLH3	CNM
ANKS1B	CNM
KRTDAP	CNM
PTGFR	CNM
SAMD12	CNM
N4BP2L2	CNM
WEE2	CNM
MRPL11	CNM
LY75	CNM
FEZ1	CNM
LGALS9	CNM
TRPC4	CNM
INPP5B	CNM
LBH	CNM
TARDBP	CNM
TNRC6A	CNM
EMX2	CNM
COL8A1	CNM
CACNA1G	CNM
FBXO18	CNM
KCNK4	CNM
NEURL1	CNM
IGF2	CNM
IL20RA	CNM
POPDC3	CNM
GFI1B	CNM
CALHM3	CNM
VAMP3	CNM
BST1	CNM
FLRT1	CNM
CD2	CNM
SQSTM1	CNM
GRB10	CNM
USP53	CNM
CARD9	CNM
AGR2	CNM
MRAS	CNM
COG5	CNM
HAO1	CNM
HFE2	CNM
SAMD5	CNM
CCDC134	CNM
SLC25A28	CNM
MBNL1	CNM
IRGM	CNM
PRC1	CNM
MYB	CNM
ANKRD16	CNM
ARPC2	CNM
TNR	CNM
PF4V1	CNM
SMPDL3B	CNM
CCS	CNM
CSK	CNM
NFIA	CNM
ADCY5	CNM
ITGAM	CNM
RELN	CNM
ID4	CNM
SFMBT1	CNM
ZFP36L1	CNM
TTYH3	CNM
CXCR5	CNM
ASZ1	CNM
TBP	CNM
SLC15A2	CNM
FAM63A	CNM
ZDHHC21	CNM
PTPRF	CNM
MNS1	CNM
KLF11	CNM
TMEM212	CNM
TTC29	CNM
IL22	CNM
FAM49B	CNM
LRRC32	CNM
CUX2	CNM
CD180	CNM
ELL	CNM
SLC25A21	CNM
SEMA6D	CNM
HLA-DQB1	CNM
GRAMD1B	CNM
RHOU	CNM
MAP3K8	CNM
C7orf62	CNM
FCRL3	CNM
TXNDC11	CNM
BMP6	CNM
PRKD3	CNM
RIN1	CNM
RDH14	CNM
DPP6	CNM
B3GALT2	CNM
MAP3K1	CNM
CXCL5	CNM
ANXA6	CNM
SLC45A4	CNM
MED13L	CNM
IKZF4	CNM
SSBP2	CNM
KCNK16	CNM
ZNF579	CNM
ZNF224	CNM
GRID1	CNM
HSD17B12	CNM
FCGR3A	CNM
ZBTB18	CNM
USF1	CNM
ZFAND1	CNM
FAM126A	CNM
BCL9	CNM
TIMP2	CNM
TENC1	CNM
IL15RA	CNM
CCDC116	CNM
SNX6	CNM
EIF2S2	CNM
CBLN2	CNM
PPP2R5C	CNM
IGF2R	CNM
PRKCH	CNM
SRR	CNM
PCSK9	CNM
SLC6A12	CNM
UBE2Q2	CNM
SNX19	CNM
AP2A2	CNM
B4GALNT2	CNM
XKR6	CNM
DFNB31	CNM
LRTM1	CNM
C9	CNM
IKZF3	CNM
FIZ1	CNM
HLA-DOA	CNM
FBXO8	CNM
CENPO	CNM
SPATS2L	CNM
GFPT2	CNM
MTPN	CNM
STX17	CNM
PAQR5	CNM
INA	CNM
GNA12	CNM
KLK15	CNM
DPP10	CNM
TACC2	CNM
CTSZ	CNM
SOCS5	CNM
C16orf78	CNM
SKIL	CNM
RRM2	CNM
SPTBN2	CNM
ZMIZ1	CNM
VGLL4	CNM
BANP	CNM
MCTP1	CNM
CATSPER3	CNM
EZR	CNM
YAP1	CNM
LOH12CR1	CNM
KCNG2	CNM
IL19	CNM
SLITRK6	CNM
ADAM12	CNM
RTKN2	CNM
PTGER4	CNM
SESN3	CNM
KIAA0513	CNM
DAPK1	CNM
TTC39B	CNM
ITLN1	CNM
ALPK2	CNM
PPP1R12B	CNM
PLAA	CNM
FDFT1	CNM
NEGR1	CNM
JRKL	CNM
DDHD1	CNM
POU3F1	CNM
EPO	CNM
GPR45	CNM
TPD52	CNM
IL1R1	CNM
NAA25,C12orf30	CNM
ITGAX	CNM
FOXA1	CNM
UBE2E3	CNM
KLK4	CNM
C1QBP	CNM
WDR73	CNM
DLL1	CNM
SETD8	CNM
RFX2	CNM
SSR1	CNM
ICOS	CNM
ASCL2	CNM
C1orf110	CNM
ST3GAL3	CNM
REL	CNM
GPSM3	CNM
SNAP91	CNM
ZNF665	CNM
C1orf100	CNM
IFI16	CNM
PACS1	CNM
ZDHHC23	CNM
GATM	CNM
APOA4	CNM
C2orf74	CNM
SLC17A3	CNM
TOMM40	CNM
CD2AP	CNM
COX18	CNM
TPT1	CNM
CAV2	CNM
SLC30A7	CNM
ZBTB9	CNM
AKR1D1	CNM
CEP350	CNM
CLEC5A	CNM
PARD3	CNM
FAM13A	CNM
FRMD6	CNM
SLC22A4	CNM
AAK1	CNM
DKK1	CNM
CFI	CNM
MBD2	CNM
ITGA1	CNM
MUSK	CNM
ERBB3	CNM
KIAA1462	CNM
DMTF1	CNM
BRAP	CNM
PRRT1	CNM
ACTN1	CNM
SELP	CNM
ZBTB38	CNM
LYPD5	CNM
THADA	CNM
TRIM2	CNM
SYT11	CNM
SLC22A1	CNM
IRF8	CNM
TBX21	CNM
THEMIS	CNM
CBX6	CNM
KCNT2	CNM
CCDC13	CNM
RIPK2	CNM
ATG16L1	CNM
OSBPL7	CNM
PLA2R1	CNM
QSER1	CNM
FOXD1	CNM
HTRA1	CNM
TAB2	CNM
SNTB1	CNM
ALPK3	CNM
MMEL1	CNM
IL5	CNM
BARD1	CNM
RAD51L1,RAD51B	CNM
WNT2	CNM
TCF19	CNM
CD96	CNM
ITGA4	CNM
DDX1	CNM
HORMAD2	CNM
NCBP1	CNM
SUCLA2	CNM
TMOD1	CNM
NPAS4	CNM
TNFRSF6B	CNM
FNDC1	CNM
ANKRD11	CNM
SLC16A13	CNM
SLC39A12	CNM
SPRED2	CNM
GPC5	CNM
MTAP	CNM
SULT6B1	CNM
IZUMO1	CNM
FTO	CNM
PARD3B	CNM
ZBP1	CNM
VLDLR	CNM
WDR7	CNM
XPR1	CNM
LRAT	CNM
CALN1	CNM
UBE2T	CNM
PSMB9	CNM
KPNA7	CNM
MMRN1	CNM
WDR12	CNM
SLC1A7	CNM
CDK4	CNM
CISD1	CNM
OR52K1	CNM
LAMA3	CNM
TRHR	CNM
BATF	CNM
CD9	CNM
MYO16	CNM
CKS1B	CNM
VPREB1	CNM
ERGIC1	CNM
SLC50A1	CNM
CACNA2D1	CNM
PVRL3	CNM
CDK6	CNM
GKN2	CNM
TNFSF14	CNM
SP110	CNM
EPDR1	CNM
NAV3	CNM
IL3	CNM
EOMES	CNM
SMURF1	CNM
STMN3	CNM
CNTNAP2	CNM
BAIAP2L1	CNM
NOTCH4	CNM
CNNM4	CNM
NUCKS1	CNM
CACNB2	CNM
CD86	CNM
MPPED2	CNM
HIPK1	CNM
SLC9A4	CNM
ABHD8	CNM
LPHN3	CNM
NISCH	CNM
NRIP1	CNM
TMCO1	CNM
CST9	CNM
CR1	CNM
TMEM45B	CNM
HMX3	CNM
IGFBP1	CNM
SASH1	CNM
STAT5A	CNM
SH2B1	CNM
MANBA	CNM
FOXN2	CNM
TMEM174	CNM
FABP4	CNM
FYN	CNM
NFKBIA	CNM
T	CNM
PREX1	CNM
UBAC2	CNM
SHROOM3	CNM
IL18RAP	CNM
LRP1	CNM
THOC1	CNM
STAT5B	CNM
SMAD7	CNM
PAFAH1B2	CNM
RAD50	CNM
RASGEF1A	CNM
HACE1	CNM
EIF4B	CNM
LMAN2L	CNM
POU3F2	CNM
CCDC139,PUS10	CNM
IGF2BP1	CNM
PRKAR2B	CNM
FLAD1	CNM
RAD23B	CNM
KCNB2	CNM
GSDMA	CNM
CXCL1	CNM
LYPD6B	CNM
PPP5C	CNM
CHRNA5	CNM
CYCS	CNM
MEF2C	CNM
LIPT1	CNM
NDFIP1	CNM
CNNM2	CNM
SNAPC4	CNM
ARMC9	CNM
KCNN4	CNM
KRT8	CNM
LINGO1	CNM
TNFSF11	CNM
ALMS1	CNM
SYNPO2L	CNM
MIA3	CNM
POMP	CNM
TXNRD2	CNM
USP25	CNM
GEMIN4	CNM
ULK4	CNM
ANO5	CNM
DISC1	CNM
C1orf87	CNM
C1GALT1	CNM
CEP250	CNM
LBXCOR1,SKOR1	CNM
PSRC1	CNM
RBM4B	CNM
CCHCR1	CNM
C12orf75	CNM
SLC17A1	CNM
ERC2	CNM
BTBD9	CNM
ATP6V1H	CNM
DCLRE1B	CNM
EFCAB10	CNM
NPS	CNM
STAT6	CNM
STAB1	CNM
PDE7A	CNM
SP140	CNM
SH2B3	CNM
BCL3	CNM
HIP1R	CNM
INTS10	CNM
PHF10	CNM
FBLN2	CNM
CTR9	CNM
CLSTN2	CNM
FRMD4A	CNM
WNT8A	CNM
NLRP7	CNM
BOLL	CNM
OVOL1	CNM
TMCO5A	CNM
SSBP4	CNM
HIST1H2BJ	CNM
JMJD1C	CNM
CHD4	CNM
ZFP36L2	CNM
CXCL2	CNM
SIM1	CNM
DENND1A	CNM
NACA2	CNM
BRINP3	CNM
FAM180A	CNM
IL1R2	CNM
ZNF438	CNM
DCD	CNM
PMVK	CNM
CSRP2BP	CNM
PKNOX2	CNM
SUFU	CNM
CASP7	CNM
TPH2	CNM
GPATCH1	CNM
SDCCAG8	CNM
RRAS2	CNM
CDYL2	CNM
ATXN7L2	CNM
PLEKHA6	CNM
SNX16	CNM
TYRO3	CNM
CXCR4	CNM
IFNK	CNM
ZBTB10	CNM
FASLG	CNM
NEDD1	CNM
ERICH5	CNM
ZBED3	CNM
CAMK4	CNM
IL18R1	CNM
MST1	CNM
OR2C3	CNM
TLE4	CNM
PML	CNM
PRM3	CNM
TRIP4	CNM
PIP5K1B	CNM
IL33	CNM
NPFFR1	CNM
FOSL2	CNM
AAMP	CNM
TTC27	CNM
PRB2	CNM
PTBP2	CNM
PSMA4	CNM
MGAT5	CNM
ACTA2	CNM
ISG20	CNM
EGFL8	CNM
PLEKHG6	CNM
DLX2	CNM
IL7R	CNM
NCOA5	CNM
TRIM33	CNM
CRCT1	CNM
ADCY7	CNM
CDK2AP1	CNM
RND1	CNM
SREBF1	CNM
HHIPL1	CNM
NRAS	CNM
PRKD2	CNM
FHL5	CNM
PLA2G2E	CNM
KNG1	CNM
RNF6	CNM
FOSL1	CNM
IGF2BP2	CNM
MOAP1	CNM
PTGS2	CNM
SLCO3A1	CNM
MC1R	CNM
ARF5	CNM
CELF1	CNM
PTHLH	CNM
POU5F1B	CNM
PTPRN2	CNM
SIK3	CNM
CNIH2	CNM
COL25A1	CNM
RSPH3	CNM
FBXL7	CNM
MUC1	CNM
NUDCD1	CNM
UHRF1BP1	CNM
KLF5	CNM
TMX3	CNM
PTPN22	CNM
SFPQ	CNM
SUSD1	CNM
GIP	CNM
PTPRT	CNM
SULT1A1	CNM
RSPO3	CNM
TAF1B	CNM
KCNN3	CNM
NLRP2	CNM
DENND2C	CNM
EPAS1	CNM
IP6K1	CNM
ADAM19	CNM
FAM169B	CNM
DNAH12	CNM
NREP	CNM
IL26	CNM
ALAS1	CNM
APOC1	CNM
TFPI	CNM
ITPR1	CNM
C11orf71	CNM
PDLIM4	CNM
FADS1	CNM
APOBEC3G	CNM
CDYL	CNM
PTPN23	CNM
RILPL2	CNM
CRP	CNM
IKZF1	CNM
UBXN2B	CNM
SORL1	CNM
SOX8	CNM
GPR1	CNM
SCML4	CNM
PAX4	CNM
MMP27	CNM
C10orf67	CNM
MSTO1	CNM
ADAD1	CNM
PDILT	CNM
TNFRSF9	CNM
PTK2B	CNM
CDCA7	CNM
RSPO2	CNM
EXOC3	CNM
CAMK1D	CNM
PRKG1	CNM
TRIML1	CNM
EFNA5	CNM
MRPL10	CNM
AMIGO3	CNM
C2orf82	CNM
STK32B	CNM
ITGA6	CNM
KCNIP4	CNM
MLANA	CNM
SLC25A46	CNM
PARP15	CNM
IRX1	CNM
RALY	CNM
PIK3R1	CNM
TERT	CNM
PRPH	CNM
TBKBP1	CNM
KCNV2	CNM
TIPARP	CNM
MRPS23	CNM
MX2	CNM
MOBP	CNM
PRKRA	CNM
PDZD8	CNM
CLRN3	CNM
PPM1M	CNM
CD80	CNM
PHLDB1	CNM
ZNF746	CNM
ACTBL2	CNM
PXK	CNM
OLIG3	CNM
IL20	CNM
RNPEPL1	CNM
FEN1	CNM
SNF8	CNM
ST20	CNM
GLIS3	CNM
ADCY2	CNM
CTLA4	CNM
CLPTM1L	CNM
FAM83E	CNM
TAS2R1	CNM
MTRF1L	CNM
KLHL29	CNM
COTL1	CNM
BCAP29	CNM
C4orf17	CNM
PBX2	CNM
SAMD9L	CNM
LYPLAL1	CNM
ABI3	CNM
MICB	CNM
SCIMP	CNM
MMP10	CNM
FILIP1L	CNM
ABI3BP	CNM
AS3MT	CNM
KIAA1109	CNM
FFAR2	CNM
IER3	CNM
TNF	CNM
TGIF1,TGIF	CNM
RFXDC2,RFX7	CNM
KLK2	CNM
AKAP6	CNM
SCHIP1	CNM
RPS6KA4	CNM
CA11	CNM
CARD11	CNM
CFLAR	CNM
DAOA	CNM
STARD3NL	CNM
KRTAP4-8	CNM
FAT4	CNM
DUS4L	CNM
IL13	CNM
NCOA3	CNM
HDAC9	CNM
ETV1	CNM
CSMD1	CNM
PRDM15	CNM
CHD1	CNM
DSG3	CNM
CCR3	CNM
RELA	CNM
RSBN1	CNM
NUPR1	CNM
RND3	CNM
CDH7	CNM
CROCC	CNM
VAV3	CNM
FABP12	CNM
SKIDA1	CNM
TNP1	CNM
SPPL2A	CNM
ANK2	CNM
TMEM39A	CNM
CFHR3	CNM
LPP	CNM
NKX2-3	CNM
MAML2	CNM
RCAN1	CNM
SLC22A2	CNM
FAIM3	CNM
RBBP8	CNM
PTGDR2	CNM
RPL5	CNM
DUXA	CNM
C10orf113	CNM
MBIP	CNM
RNF5	CNM
CLEC2D	CNM
GPR133	CNM
NXN	CNM
CLDN11	CNM
SLC41A1	CNM
CNKSR3,MAGI1	CNM
IFNAR2	CNM
TMEM123	CNM
SPHK2	CNM
RORA	CNM
CTSF	CNM
ATOH1	CNM
CREM	CNM
CYB561D1	CNM
NT5C2	CNM
RORC	CNM
TCF7	CNM
GPR183	CNM
CTNNA2	CNM
PLEKHA7	CNM
SLC10A4	CNM
LIPC	CNM
C9orf156	CNM
IL2RA	CNM
VAT1L	CNM
SUPT3H	CNM
UNC13B	CNM
COMMD10	CNM
DEFA1	CNM
RAI1	CNM
SLC22A23	CNM
GPBP1	CNM
ODF3B	CNM
EXOC5	CNM
RASSF2	CNM
DIO1	CNM
CETN3	CNM
HSP90B1	CNM
GPX4	CNM
VEGFA	CNM
GARNL3	CNM
A1BG	CNM
ZFAND6	CNM
FARP2	CNM
PHTF1	CNM
PROCR	CNM
LYG2	CNM
FCGR2A	CNM
RNF181	CNM
IRF7	CNM
TMEM129	CNM
MMP8	CNM
DDX23	CNM
RPLP1	CNM
PCF11	CNM
TBX2	CNM
RAB4B	CNM
ZNF652	CNM
GOPC	CNM
THSD4	CNM
ERO1L	CNM
YIF1A	CNM
AKAP7	CNM
RGS18	CNM
SEZ6L	CNM
CCL11	CNM
CALM3	CNM
TAS2R3	CNM
PSMA8	CNM
CUEDC2	CNM
BNIPL	CNM
INPP5E,PMPCA	CNM
DCTN5	CNM
ADAMTS15	CNM
EWSR1	CNM
SCARB1	CNM
MAMSTR	CNM
IL25	CNM
RBM38	CNM
KLF10	CNM
UBE2L3	CNM
ARC	CNM
SFXN2	CNM
MPP6	CNM
IPMK	CNM
SFMBT2	CNM
TCF4	CNM
CELF5	CNM
SLC25A36	CNM
CCR2	CNM
NUSAP1	CNM
CD248	CNM
TLR1	CNM
GPR65	CNM
CLNK	CNM
MYOM3	CNM
TSPAN8	CNM
UBQLN4	CNM
ZNF365	CNM
KIF21B	CNM
VTI1A	CNM
IMMP2L	CNM
CHD6	CNM
ZNF592	CNM
TDRD9	CNM
LENEP	CNM
INSIG1	CNM
GTF2H1	CNM
INHBB	CNM
TICAM1	CNM
RGS1	CNM
IP6K2	CNM
AFM	CNM
ARMS2	CNM
C1QTNF6	CNM
CNTN5	CNM
SOCS6	CNM
PLA2G4A	CNM
HOXB13	CNM
MKL1	CNM
C1D	CNM
FOXO1	CNM
KIAA1456	CNM
FAM81A	CNM
NXPE4	CNM
ZNF184	CNM
PLEKHM1	CNM
DMRT2	CNM
FIGNL1	CNM
LAMA5	CNM
DMRT1	CNM
KIAA1841	CNM
ACSL6	CNM
COQ5	CNM
TNRC6B	CNM
SIX1	CNM
EPHA1	CNM
PTPRG	CNM
UBASH3A	CNM
ZNF385D	CNM
EXOC4	CNM
SPATA8	CNM
SLC9A9	CNM
OR9A4	CNM
ATP9B	CNM
SOX11	CNM
ADAMTS12	CNM
BMP7	CNM
GATA4	CNM
GRM8	CNM
C10orf11	CNM
NR5A2	CNM
ADAMTS9	CNM
EIF3E	CNM
FXR1	CNM
FBXW7	CNM
OTX2	CNM
PSMB8	CNM
LITAF	CNM
GTF2H4	CNM
NUAK1	CNM
GRHL1	CNM
CCDC68	CNM
TAF5	CNM
PPIL4	CNM
PDE4D	CNM
LMAN2	CNM
GNL3	CNM
HHEX	CNM
C16orf75,RMI2	CNM
CFL1	CNM
RHBDD3	CNM
RASD1	CNM
PRRC2C	CNM
PLEK	CNM
SENP1	CNM
PLTP	CNM
HECW1	CNM
NXPE1	CNM
C12orf65	CNM
VIL1	CNM
JAZF1	CNM
ABHD6	CNM
FAM19A5	CNM
GNPNAT1	CNM
TRIB1	CNM
UBA7	CNM
OR1G1	CNM
SLC2A9	CNM
C1orf53	CNM
GLT8D1	CNM
IRF5	CNM
CTSH	CNM
FOXO6	CNM
SHC1	CNM
TNFRSF18	CNM
NDUFAF6	CNM
HDAC4	CNM
CCDC60	CNM
MAPK1	CNM
BCAS3	CNM
LST1	CNM
MSH5	CNM
ANXA5	CNM
GPR18	CNM
EIF5B	CNM
LRFN4	CNM
CLIC5	CNM
ODF1	CNM
PTPN2	CNM
MAP3K7	CNM
FNDC3A	CNM
SYT6	CNM
VTCN1	CNM
ZSWIM6	CNM
STOM	CNM
IMPA1	CNM
PTPRJ	CNM
GPR137	CNM
PYHIN1	CNM
RUNX1	CNM
PSMA1	CNM
KITLG	CNM
SLC7A10	CNM
CCDC88B	CNM
PSMG1	CNM
DPCR1	CNM
ANO7	CNM
MEGF10	CNM
GRB14	CNM
EIF3H	CNM
TXNDC9	CNM
SYNE1	CNM
MTMR3	CNM
IMPA2	CNM
CENTD2,ARAP1	CNM
GLT6D1	CNM
NUP205	CNM
RCC2	CNM
HMGA2	CNM
LACC1,C13orf31	CNM
CMYA5	CNM
RERE	CNM
IRS1	CNM
CD8B	CNM
PPP2R2C	CNM
MYNN	CNM
DNAH5	CNM
NOS2	CNM
GPR126	CNM
SPATA33	CNM
C10orf35	CNM
CEP85L	CNM
ANXA9	CNM
TFAP2C	CNM
RAD51AP1	CNM
GNGT2	CNM
DCLK1	CNM
RAP1GAP2	CNM
VPS13B,COH1	CNM
PHACTR2	CNM
ITPR2	CNM
ITGA8	CNM
SNX8	CNM
DACT1	CNM
ZNF433	CNM
SPRY4	CNM
CXCL3	CNM
VAX2	CNM
CDC25B	CNM
LNX2	CNM
DAB2	CNM
UACA	CNM
ADAMTS20	CNM
ACSM1,BUCS1	CNM
IL12A	CNM
STAT4	CNM
RABEP2	CNM
KCNK12	CNM
GATAD2A	CNM
SBF2	CNM
FLG	CNM
MLPH	CNM
PSORS1C1	CNM
STC2	CNM
RNASEH2B	CNM
MAFB	CNM
GREB1	CNM
SKAP1	CNM
RFC3	CNM
FPR3	CNM
TM6SF2	CNM
CABLES2	CNM
CSF1	CNM
ROPN1L	CNM
PRDM1	CNM
IFRD1	CNM
FHIT	CNM
ICAM3	CNM
GRIN2A	CNM
PNKD	CNM
RANBP9	CNM
PSMA5	CNM
DCBLD1	CNM
DNAH1	CNM
LUZP2	CNM
ABCB9	CNM
PROX1	CNM
IL10	CNM
TET2	CNM
FCGR3B	CNM
ATF1	CNM
IFIH1	CNM
SYNGR1	CNM
GREM1,CRAC1	CNM
GPN1	CNM
CEP57L1	CNM
ICAM1	CNM
RPS21	CNM
MED1	CNM
PRRG4	CNM
LSP1	CNM
MAF	CNM
BRMS1	CNM
SCARB2	CNM
GAS1	CNM
ZGPAT	CNM
AGTRAP	CNM
PAXIP1	CNM
GPR35	CNM
MS4A6A	CNM
BOC	CNM
DNAJC27	CNM
ATP6V1A	CNM
SRMS	CNM
STK39	CNM
DNMT3A	CNM
TMEM132B	CNM
CUL2	CNM
IFNAR1	CNM
MTFR2	CNM
TCF21	CNM
PDE8B	CNM
PIP4K2C	CNM
MGAT4A	CNM
ORAOV1	CNM
RGS22	CNM
SLC16A11	CNM
ADCY9	CNM
TNFSF18	CNM
FAM84B	CNM
CALCRL	CNM
SUGP1	CNM
CDKAL1	CNM
CACNA1I	CNM
DHRS7	CNM
TRIM8	CNM
PSMC6	CNM
NKAIN3	CNM
ZIC1	CNM
STC1	CNM
PTTG1	CNM
CCR9	CNM
GAK	CNM
ZNRF1	CNM
INS	CNM
VAV2	CNM
C11orf80	CNM
POSTN	CNM
C11orf30	CNM
PCSK5	CNM
DGKQ	CNM
ACP5	CNM
LRP1B	CNM
TXNDC16	CNM
PFN3	CNM
NALCN	CNM
SPATA16	CNM
TMEM18	CNM
PVRL2	CNM
SKIV2L	CNM
CCL21	CNM
COX11	CNM
ABHD16B	CNM
PHACTR1	CNM
THBS2	CNM
ANXA13	CNM
NKAIN2	CNM
OGFOD2	CNM
SPATA2	CNM
GCFC2	CNM
TMEM106B	CNM
TSPAN33	CNM
MUC19	CNM
CDH10	CNM
ULBP3	CNM
C7orf72	CNM
SS18	CNM
MBP	CNM
NGEF	CNM
NMNAT2	CNM
ABCB5	CNM
ERAP2	CNM
SESN1	CNM
RBMS1	CNM
SAE1	CNM
TLDC1	CNM
EXTL2	CNM
ANO4	CNM
ZNF490	CNM
CEBPZ	CNM
BAP1	CNM
CREB5	CNM
ZFP64	CNM
STAC	CNM
PDCD6IP	CNM
CST4	CNM
CAV1	CNM
TCF15	CNM
SLC45A2	CNM
FAM122A	CNM
RYR3	CNM
SCPEP1	CNM
FRG1	CNM
ADAMTS14	CNM
HTR1B	CNM
SPIB	CNM
GABRG3	CNM
FLOT1	CNM
WDR72	CNM
ROS1	CNM
MS4A4E	CNM
BTN2A2	CNM
CGNL1	CNM
WNT7B	CNM
SLC24A4	CNM
CTSW	CNM
RNMTL1	CNM
IMPG1	CNM
FAM218A	CNM
PPDPF	CNM
TRANK1	CNM
ISYNA1	CNM
TNP2	CNM
ARHGAP30	CNM
CPEB4	CNM
BMP2	CNM
CXCL6	CNM
IL23A	CNM
RGMA	CNM
PDC	CNM
ARHGEF10L	CNM
DYNLRB2	CNM
RAP1B	CNM
STK19	CNM
NCAN	CNM
SLC18A1	CNM
KLF6	CNM
PEX14	CNM
PFKFB4	CNM
CD19	CNM
MTP,MTTP	CNM
SRP14	CNM
TAGAP	CNM
IL4	CNM
ARL11	CNM
RANBP6	CNM
CCDC158	CNM
USP31	CNM
SLC14A2	CNM
MITD1	CNM
DPF1	CNM
ZBTB46	CNM
MRVI1	CNM
C2CD4A	CNM
RNF10	CNM
TGM6	CNM
AFF1	CNM
GMPPB	CNM
ITPK1	CNM
PIK3C2A	CNM
JPH3	CNM
TCF4,TCF7L2	CNM
TNPO3	CNM
CNTF	CNM
IL10RB	CNM
MMP16	CNM
EDEM3	CNM
TREML2	CNM
FAM196A	CNM
C6orf37,FAM46A	CNM
ZBTB7B	CNM
FSTL4	CNM
PCDH18	CNM
ZDBF2	CNM
ARMC2	CNM
ZNF469	CNM
LPXN	CNM
KIF5C	CNM
MTX3	CNM
PPP3CA	CNM
LMO1	CNM
TNFRSF19	CNM
HSPA6	CNM
MAPKAPK2	CNM
MBL2	CNM
QPCT	CNM
AGBL1	CNM
CCDC182	CNM
NLGN1	CNM
AGPAT1	CNM
ATP6V1B2	CNM
TSSK6	CNM
CDH8	CNM
TMEM217	CNM
ITPKC	CNM
PUS7	CNM
ACOXL	CNM
ADAMTS7	CNM
ARNTL	CNM
DEC1	CNM
MALRD1	CNM
RBM4	CNM
TEC	CNM
PYGO2	CNM
SNRPN	CNM
TTLL7	CNM
UCKL1	CNM
ANKFN1	CNM
AGER	CNM
IL2	CNM
KPNB1	CNM
ZFP90	CNM
WNT5A	CNM
RHOB	CNM
SYNDIG1	CNM
SIM2	CNM
ADRA1D	CNM
SLAMF7	CNM
ARID2	CNM
KLF4	CNM
SYK	CNM
NLRP11	CNM
KCNJ3	CNM
AIF1	CNM
DHX15	CNM
NOBOX	CNM
TNKS	CNM
HHIP	CNM
SORT1	CNM
SMURF2	CNM
BUB1B	CNM
VRK2	CNM
USP4	CNM
CDK10	CNM
TRAF1	CNM
WDFY4	CNM
HUNK	CNM
CAPZB	CNM
CSF3	CNM
TPPP	CNM
TMEM155	CNM
CCDC50	CNM
ZDHHC24	CNM
APEH	CNM
WDR37	CNM
SLC9A3	CNM
PITX1	CNM
SNRPC	CNM
DUSP10	CNM
KIF3A	CNM
RAB3C	CNM
SLCO6A1	CNM
TRAFD1	CNM
SPOP	CNM
CRHR2	CNM
TMEM110	CNM
C6orf120	CNM
IQSEC1	CNM
SLA	CNM
GSDMC	CNM
METTL8	CNM
ANKS1A	CNM
CEBPB	CNM
CCNY	CNM
POM121L2	CNM
HABP2	CNM
ACTL9	CNM
DENND1B	CNM
FOXF2	CNM
ACTRT3	CNM
CD48	CNM
IREB2	CNM
HMG20A	CNM
RNASE9	CNM
CCRL2	CNM
SOX17	CNM
SETDB1	CNM
STK25	CNM
BZW2	CNM
PARP11	CNM
ZNF804A	CNM
CDC37	CNM
LGR5	CNM
TUBD1	CNM
KLHL18	CNM
SIAE	CNM
DNAH10	CNM
LCORL	CNM
CD34	CNM
BNIP1	CNM
HBS1L	CNM
LRRC34	CNM
EGLN2	CNM
METAP1D	CNM
FAM135B	CNM
FBXO48	CNM
RNASEH2C	CNM
BICC1	CNM
CD6	CNM
GART	CNM
ISPD	CNM
CACNG5	CNM
CLEC16A,KIAA0350	CNM
DOK5	CNM
ANKRD55	CNM
HMHA1	CNM
GCKR	CNM
MN1	CNM
CPNE4	CNM
ITPKA	CNM
IRF1	CNM
NUBPL	CNM
DCST2	CNM
PHOSPHO1	CNM
PTK6	CNM
GATSL3	CNM
GPR125	CNM
PPFIA2	CNM
LRRIQ3	CNM
FLI1	CNM
MLX	CNM
DIP2C	CNM
BAI3	CNM
DAPK3	CNM
REEP3	CNM
SLAMF1	CNM
IL2RB	CNM
TMEM60	CNM
CLECL1	CNM
DAB2IP	CNM
C15orf53	CNM
HSPA12A	CNM
ARID5B	CNM
AMN1	CNM
VSNL1	CNM
ITIH1	CNM
DPPA2	CNM
C12orf42	CNM
MMP20	CNM
YWHAG	CNM
EHBP1	CNM
SMG6	CNM
PDZD2	CNM
HCN4	CNM
PRRC2A	CNM
PRR7	CNM
SALL3	CNM
CMC1	CNM
TSPAN13	CNM
SLC28A1	CNM
TSPAN32	CNM
ATP5SL	CNM
C12orf5	CNM
MCL1	CNM
ANK3	CNM
KIR2DL1	CNM
RBPJ	CNM
CD83	CNM
BMS1	CNM
NAA50	CNM
LIF	CNM
BNC2	CNM
SH3GL2	CNM
FADS3	CNM
C8orf34	CNM
SYT8	CNM
BAD	CNM
LACE1	CNM
C3orf58	CNM
MDM4	CNM
PLEKHG1	CNM
MAD1L1	CNM
SLC2A4RG	CNM
NRG1	CNM
MED24	CNM
IL8RA,CXCR1	CNM
RFT1	CNM
GRM5	CNM
PSMB1	CNM
RAB5B	CNM
ECHDC3	CNM
PPP1R14A	CNM
SSR3	CNM
CDK2	CNM
METTL1	CNM
NTM	CNM
HNF4G	CNM
PLCB1	CNM
BCL6	CNM
HOXD3	CNM
CCND2	CNM
PDCD11	CNM
TMEM17	CNM
KIAA1147	CNM
ZNF230	CNM
ADRM1	CNM
CELSR2	CNM
